Emp_id,Age,Employment Type,GraduateOrNot,AnnualIncome,FrequentFlyer,EverTravelledAbroad,TravelInsurance
2043,35,Private Sector/Self Employed,No,800000,No,No,0
2044,28,Private Sector/Self Employed,Yes,550000,Yes,No,0
2045,25,Private Sector/Self Employed,No,1350000,Yes,Yes,0
2046,33,Government Sector,Yes,1000000,Yes,No,0
2047,33,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
2048,34,Private Sector/Self Employed,Yes,500000,Yes,Yes,0
2049,34,Private Sector/Self Employed,No,1400000,No,Yes,0
2050,27,Private Sector/Self Employed,No,450000,No,No,0
2051,25,Private Sector/Self Employed,Yes,1400000,Yes,Yes,0
2052,27,Private Sector/Self Employed,No,450000,No,No,1
2053,28,Private Sector/Self Employed,Yes,900000,No,No,0
2054,29,Private Sector/Self Employed,Yes,1050000,No,No,0
2055,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
2056,28,Private Sector/Self Employed,No,550000,No,Yes,1
2057,32,Government Sector,Yes,850000,Yes,Yes,1
2058,32,Government Sector,Yes,900000,Yes,No,0
2059,35,Private Sector/Self Employed,No,800000,Yes,No,1
2060,34,Private Sector/Self Employed,Yes,700000,No,No,1
2061,28,Private Sector/Self Employed,Yes,1250000,No,Yes,0
2062,27,Private Sector/Self Employed,No,600000,No,No,0
2063,31,Government Sector,Yes,1500000,Yes,Yes,1
2064,34,Government Sector,Yes,1300000,No,No,1
2065,30,Private Sector/Self Employed,No,550000,No,No,0
2066,33,Government Sector,Yes,1750000,No,No,0
2067,32,Government Sector,Yes,350000,No,Yes,1
2068,31,Private Sector/Self Employed,Yes,1250000,No,No,0
2069,31,Government Sector,Yes,1300000,No,No,0
2070,28,Private Sector/Self Employed,No,550000,No,No,0
2071,28,Government Sector,Yes,300000,No,No,1
2072,26,Government Sector,Yes,500000,No,No,0
2073,25,Private Sector/Self Employed,No,1150000,No,No,0
2074,33,Government Sector,Yes,1100000,No,No,1
2075,28,Government Sector,Yes,1100000,No,No,0
2076,30,Private Sector/Self Employed,No,550000,No,No,1
2077,34,Private Sector/Self Employed,Yes,700000,Yes,No,0
2078,34,Private Sector/Self Employed,Yes,700000,No,No,0
2079,28,Government Sector,Yes,300000,No,No,0
2080,31,Private Sector/Self Employed,Yes,500000,No,No,0
2081,29,Private Sector/Self Employed,Yes,500000,No,No,1
2082,31,Private Sector/Self Employed,Yes,950000,No,No,0
2083,28,Private Sector/Self Employed,Yes,800000,No,No,0
2084,31,Private Sector/Self Employed,Yes,1350000,No,Yes,1
2085,28,Private Sector/Self Employed,Yes,1200000,Yes,No,0
2086,26,Private Sector/Self Employed,Yes,1400000,No,Yes,1
2087,32,Government Sector,Yes,900000,No,No,0
2088,25,Private Sector/Self Employed,No,1350000,No,Yes,1
2089,34,Private Sector/Self Employed,Yes,700000,No,No,1
2090,28,Private Sector/Self Employed,Yes,1100000,No,No,0
2091,25,Private Sector/Self Employed,No,1150000,No,No,0
2092,27,Government Sector,Yes,850000,No,No,1
2093,33,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
2094,28,Private Sector/Self Employed,Yes,1750000,No,Yes,0
2095,28,Private Sector/Self Employed,Yes,1150000,No,No,0
2096,34,Private Sector/Self Employed,Yes,1000000,Yes,Yes,1
2097,34,Private Sector/Self Employed,Yes,500000,No,No,0
